id,senderId,chatRoomId,fileName,filePath,status,timestamp
1,4,1,Screenshot 2026-06-03 204142.png,C:\Users\visan\Pictures\Screenshots\Screenshot 2026-06-03 204142.png,DOWNLOADED,2026-06-06T17:22:21.982446300
